epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,1242.74,0.64471,0.35142,0.88061,0.92813,0.84274,0.85334,0.5444,1.15659,0.49275,1.26625,0.00103854,0.00103854,0.00103854
140,1252.59,0.62636,0.34523,0.87178,0.93795,0.86458,0.87698,0.5285,1.13934,0.48242,1.23138,0.00103571,0.00103571,0.00103571
141,1260.9,0.6398,0.34692,0.87627,0.84323,0.81506,0.80976,0.51101,1.14493,0.48843,1.22142,0.00103288,0.00103288,0.00103288
142,1269.93,0.6079,0.33515,0.87688,0.89673,0.81276,0.80878,0.50846,1.12817,0.49903,1.2275,0.00103005,0.00103005,0.00103005
143,1278.39,0.61339,0.3368,0.88128,0.9376,0.83657,0.8444,0.52163,1.14329,0.49577,1.25772,0.00102722,0.00102722,0.00102722
144,1287.37,0.58808,0.32843,0.86609,0.90792,0.84274,0.82422,0.52276,1.13624,0.49247,1.26946,0.00102439,0.00102439,0.00102439
145,1295.94,0.5836,0.32734,0.86261,0.86357,0.80968,0.80672,0.51334,1.13108,0.49225,1.27971,0.00102156,0.00102156,0.00102156
146,1304.87,0.61873,0.33964,0.88117,0.88687,0.84182,0.846,0.54868,1.10638,0.47951,1.25561,0.00101873,0.00101873,0.00101873
147,1313.7,0.60861,0.33783,0.86671,0.84955,0.82099,0.81231,0.52682,1.154,0.48575,1.28353,0.0010159,0.0010159,0.0010159
148,1322.74,0.61017,0.33766,0.87323,0.87375,0.7827,0.79267,0.50469,1.16504,0.47563,1.27193,0.00101308,0.00101308,0.00101308
149,1331.39,0.5908,0.33249,0.87339,0.92329,0.81779,0.84547,0.5208,1.1526,0.48564,1.26041,0.00101025,0.00101025,0.00101025
150,1340.34,0.59576,0.32696,0.86469,0.92762,0.80066,0.82137,0.51859,1.14883,0.50014,1.25043,0.00100742,0.00100742,0.00100742
151,1348.92,0.59069,0.33651,0.86931,0.91583,0.80104,0.81776,0.5228,1.11643,0.49661,1.23722,0.00100459,0.00100459,0.00100459
152,1357.75,0.59333,0.33389,0.87352,0.88613,0.81893,0.81704,0.52723,1.10695,0.47804,1.23487,0.00100176,0.00100176,0.00100176
153,1366.32,0.58413,0.32907,0.87152,0.89852,0.8448,0.8398,0.49695,1.16382,0.48761,1.26418,0.000998928,0.000998928,0.000998928
154,1375.12,0.58918,0.33694,0.87257,0.90373,0.80663,0.82316,0.5307,1.14509,0.48618,1.23343,0.000996099,0.000996099,0.000996099
155,1383.59,0.60477,0.33789,0.87438,0.88652,0.81267,0.82003,0.52115,1.14762,0.47539,1.26449,0.000993269,0.000993269,0.000993269
156,1392.47,0.59359,0.33373,0.87192,0.87929,0.81119,0.81755,0.50326,1.172,0.48585,1.28032,0.00099044,0.00099044,0.00099044
157,1401.07,0.57649,0.32301,0.8653,0.93171,0.77071,0.82075,0.51488,1.1723,0.48494,1.28022,0.00098761,0.00098761,0.00098761
158,1409.82,0.57983,0.32723,0.86412,0.85898,0.80872,0.8058,0.49315,1.15658,0.49312,1.25599,0.000984781,0.000984781,0.000984781
159,1418.36,0.57733,0.32787,0.86383,0.87503,0.8114,0.80571,0.51159,1.16189,0.48966,1.25148,0.000981952,0.000981952,0.000981952
160,1426.82,0.58483,0.32481,0.86673,0.86802,0.84201,0.82903,0.52788,1.15086,0.51275,1.27468,0.000979122,0.000979122,0.000979122
161,1435.52,0.57837,0.32619,0.87056,0.90046,0.81803,0.80933,0.51669,1.14397,0.50816,1.27633,0.000976293,0.000976293,0.000976293
162,1443.83,0.57025,0.32585,0.86369,0.90373,0.81687,0.82265,0.52081,1.13566,0.49785,1.28135,0.000973463,0.000973463,0.000973463
163,1452.8,0.55701,0.32232,0.86206,0.95213,0.78814,0.82791,0.53454,1.1308,0.48358,1.29266,0.000970634,0.000970634,0.000970634
164,1461.33,0.58383,0.33283,0.87111,0.96057,0.78618,0.82786,0.51523,1.1692,0.48197,1.30558,0.000967805,0.000967805,0.000967805
165,1470.21,0.58647,0.32943,0.86614,0.86392,0.81481,0.82005,0.52055,1.1638,0.48113,1.27444,0.000964975,0.000964975,0.000964975
166,1478.7,0.56792,0.32244,0.86515,0.89681,0.81481,0.80853,0.48309,1.17888,0.47267,1.2921,0.000962146,0.000962146,0.000962146
167,1487.68,0.5676,0.32128,0.86777,0.90823,0.81106,0.81147,0.50144,1.1735,0.47899,1.31515,0.000959316,0.000959316,0.000959316
168,1496.11,0.56878,0.31911,0.86277,0.9024,0.81676,0.81983,0.51337,1.16646,0.482,1.31471,0.000956487,0.000956487,0.000956487
169,1506.14,0.56275,0.3192,0.8694,0.85412,0.84685,0.83612,0.51824,1.15681,0.48972,1.28537,0.000953657,0.000953657,0.000953657
170,1515.03,0.57799,0.32273,0.86401,0.89549,0.84068,0.82346,0.51114,1.15695,0.48917,1.25132,0.000950828,0.000950828,0.000950828
171,1524,0.55363,0.31987,0.85963,0.90312,0.83451,0.81881,0.51858,1.15104,0.49717,1.25917,0.000947999,0.000947999,0.000947999
172,1532.23,0.56621,0.32334,0.87295,0.89683,0.86436,0.86026,0.51133,1.16783,0.51107,1.28125,0.000945169,0.000945169,0.000945169
173,1541.46,0.56882,0.32327,0.85998,0.85298,0.81881,0.79889,0.49567,1.17747,0.50807,1.28108,0.00094234,0.00094234,0.00094234
174,1549.47,0.55803,0.3147,0.86482,0.92555,0.86612,0.87367,0.54774,1.14096,0.49272,1.26726,0.00093951,0.00093951,0.00093951
175,1559.26,0.5532,0.31083,0.8556,0.89393,0.84297,0.84124,0.50814,1.16356,0.50176,1.28521,0.000936681,0.000936681,0.000936681
176,1567.43,0.55003,0.31546,0.86252,0.90229,0.81481,0.82162,0.51338,1.11192,0.49127,1.24103,0.000933851,0.000933851,0.000933851
177,1576.78,0.53735,0.31199,0.85304,0.90556,0.80864,0.81459,0.50656,1.12518,0.47736,1.25164,0.000931022,0.000931022,0.000931022
178,1584.76,0.54714,0.31544,0.85388,0.92042,0.78501,0.82273,0.52893,1.12627,0.46689,1.25358,0.000928193,0.000928193,0.000928193
179,1594.04,0.53557,0.31551,0.85763,0.89347,0.82071,0.80635,0.49666,1.14121,0.47707,1.29037,0.000925363,0.000925363,0.000925363
180,1602.05,0.54332,0.31825,0.85643,0.88424,0.82075,0.80097,0.49201,1.15453,0.48788,1.28901,0.000922534,0.000922534,0.000922534
181,1611.14,0.5338,0.31365,0.85851,0.87386,0.76218,0.76655,0.46403,1.1822,0.48561,1.31202,0.000919704,0.000919704,0.000919704
182,1619.14,0.56562,0.32586,0.86364,0.86876,0.78899,0.78329,0.47549,1.17547,0.48334,1.29023,0.000916875,0.000916875,0.000916875
183,1628.51,0.54586,0.31596,0.85347,0.91366,0.83787,0.85211,0.50789,1.16495,0.47209,1.28613,0.000914046,0.000914046,0.000914046
184,1636.74,0.54674,0.31666,0.86429,0.86222,0.79038,0.78612,0.50472,1.13346,0.46545,1.25782,0.000911216,0.000911216,0.000911216
185,1645.75,0.56599,0.32117,0.85699,0.8615,0.84274,0.82182,0.51743,1.14044,0.48223,1.24041,0.000908387,0.000908387,0.000908387
186,1654.22,0.54449,0.31206,0.85802,0.83279,0.8107,0.78437,0.49181,1.16884,0.48526,1.27106,0.000905557,0.000905557,0.000905557
187,1663.22,0.53715,0.318,0.86067,0.84519,0.78287,0.78369,0.50381,1.198,0.50341,1.27451,0.000902728,0.000902728,0.000902728
188,1672,0.55767,0.32025,0.85466,0.82886,0.7779,0.77948,0.50003,1.17264,0.50897,1.25859,0.000899898,0.000899898,0.000899898
189,1680.84,0.55756,0.32017,0.86021,0.82232,0.76581,0.77866,0.49367,1.14681,0.51445,1.24116,0.000897069,0.000897069,0.000897069
190,1689.53,0.55305,0.3111,0.85912,0.90445,0.7945,0.81984,0.50323,1.17726,0.52395,1.28638,0.00089424,0.00089424,0.00089424
191,1698.03,0.55062,0.31456,0.84886,0.82549,0.81579,0.7924,0.48293,1.17216,0.50136,1.27567,0.00089141,0.00089141,0.00089141
192,1706.95,0.52264,0.29978,0.85092,0.83883,0.81956,0.80734,0.49858,1.1655,0.51751,1.27311,0.000888581,0.000888581,0.000888581
193,1715.24,0.52534,0.3006,0.84385,0.86187,0.81893,0.80869,0.52182,1.17181,0.50697,1.32322,0.000885751,0.000885751,0.000885751
194,1724.2,0.53311,0.30431,0.8495,0.86861,0.81767,0.81103,0.49355,1.16427,0.50026,1.32263,0.000882922,0.000882922,0.000882922
195,1732.82,0.54355,0.31085,0.86364,0.86081,0.81481,0.8118,0.50665,1.14724,0.49349,1.30975,0.000880093,0.000880093,0.000880093
196,1741.8,0.54118,0.31089,0.86454,0.85037,0.79739,0.81718,0.51006,1.14244,0.50146,1.27458,0.000877263,0.000877263,0.000877263
197,1750.03,0.53065,0.30061,0.85252,0.86772,0.81996,0.81791,0.51597,1.16049,0.50103,1.28045,0.000874434,0.000874434,0.000874434
198,1759.44,0.51035,0.29509,0.85049,0.90296,0.83865,0.85025,0.53701,1.15402,0.50042,1.29006,0.000871604,0.000871604,0.000871604
199,1767.67,0.51945,0.29868,0.85715,0.87129,0.81687,0.8275,0.50642,1.15684,0.50543,1.25717,0.000868775,0.000868775,0.000868775
200,1777.25,0.50933,0.29428,0.84851,0.86416,0.80722,0.82408,0.51829,1.1724,0.51326,1.27411,0.000865945,0.000865945,0.000865945
201,1787.18,0.51561,0.2993,0.85356,0.86839,0.83614,0.82527,0.50431,1.16667,0.50253,1.27443,0.000863116,0.000863116,0.000863116
202,1796.8,0.49898,0.28968,0.84631,0.8692,0.84087,0.83796,0.52906,1.15461,0.49385,1.28517,0.000860287,0.000860287,0.000860287
203,1805.15,0.50276,0.29614,0.84525,0.90693,0.83569,0.84224,0.52837,1.14862,0.48334,1.28738,0.000857457,0.000857457,0.000857457
204,1814.63,0.51987,0.30586,0.85547,0.87167,0.80248,0.82479,0.531,1.15608,0.48175,1.28287,0.000854628,0.000854628,0.000854628
205,1822.89,0.52704,0.30392,0.85814,0.89764,0.81901,0.82723,0.50336,1.18989,0.5051,1.33797,0.000851798,0.000851798,0.000851798
206,1832.33,0.54019,0.30964,0.85496,0.90281,0.81984,0.82342,0.51463,1.18382,0.48267,1.3196,0.000848969,0.000848969,0.000848969
207,1840.47,0.51959,0.30101,0.84918,0.89591,0.81383,0.82245,0.50926,1.17589,0.49132,1.30145,0.000846139,0.000846139,0.000846139
208,1850.05,0.51506,0.29641,0.84753,0.86203,0.82099,0.81748,0.51171,1.17967,0.4858,1.31479,0.00084331,0.00084331,0.00084331
209,1857.92,0.51315,0.29657,0.84907,0.83419,0.82385,0.81514,0.53047,1.15911,0.49202,1.32075,0.000840481,0.000840481,0.000840481
210,1867.25,0.52374,0.29744,0.84868,0.8266,0.79101,0.81259,0.48822,1.17272,0.50711,1.29293,0.000837651,0.000837651,0.000837651
211,1875.16,0.52448,0.30324,0.84267,0.85389,0.79074,0.80872,0.51666,1.15095,0.50295,1.29469,0.000834822,0.000834822,0.000834822
212,1884.7,0.51256,0.29113,0.84713,0.88692,0.79364,0.80886,0.50644,1.16601,0.49591,1.30142,0.000831992,0.000831992,0.000831992
213,1892.67,0.51921,0.29997,0.8587,0.83146,0.82922,0.80692,0.51451,1.15795,0.48153,1.30022,0.000829163,0.000829163,0.000829163
214,1901.6,0.49566,0.2891,0.84433,0.89494,0.79924,0.80263,0.50897,1.13746,0.48138,1.26523,0.000826334,0.000826334,0.000826334
215,1910.22,0.49863,0.28957,0.84313,0.88861,0.81996,0.80746,0.52551,1.11634,0.48567,1.23971,0.000823504,0.000823504,0.000823504
216,1919.37,0.51396,0.29706,0.85043,0.84668,0.81384,0.81075,0.53095,1.1168,0.46311,1.25064,0.000820675,0.000820675,0.000820675
217,1927.8,0.48783,0.2834,0.83735,0.84892,0.81124,0.80905,0.53927,1.12549,0.47405,1.27701,0.000817845,0.000817845,0.000817845
218,1937.06,0.50383,0.28878,0.84733,0.87178,0.81893,0.81262,0.53524,1.12429,0.47431,1.26908,0.000815016,0.000815016,0.000815016
219,1945.64,0.48237,0.27968,0.84607,0.90115,0.81755,0.79904,0.53386,1.12947,0.48068,1.28631,0.000812186,0.000812186,0.000812186
220,1954.61,0.48665,0.28535,0.83715,0.86685,0.81782,0.79727,0.51642,1.16817,0.49877,1.32078,0.000809357,0.000809357,0.000809357
221,1963.11,0.47565,0.27676,0.84182,0.88698,0.78567,0.80707,0.51545,1.15199,0.49092,1.30564,0.000806528,0.000806528,0.000806528
222,1972.07,0.48972,0.28404,0.84214,0.89265,0.81254,0.80887,0.50585,1.15728,0.48899,1.29872,0.000803698,0.000803698,0.000803698
223,1980.76,0.50017,0.29614,0.84411,0.88762,0.78483,0.82013,0.52667,1.15025,0.49262,1.29294,0.000800869,0.000800869,0.000800869
224,1989.62,0.49547,0.28691,0.84296,0.88934,0.79037,0.79907,0.50511,1.17883,0.50291,1.3134,0.000798039,0.000798039,0.000798039
225,1998.34,0.49502,0.28676,0.84168,0.8784,0.79101,0.81142,0.52957,1.17321,0.49183,1.2993,0.00079521,0.00079521,0.00079521
226,2006.88,0.4888,0.28689,0.84072,0.83751,0.82305,0.81729,0.51691,1.18716,0.49148,1.28927,0.00079238,0.00079238,0.00079238
227,2015.76,0.47496,0.28057,0.83655,0.9023,0.81018,0.81892,0.5208,1.17092,0.50015,1.28688,0.000789551,0.000789551,0.000789551
228,2024.38,0.46093,0.27946,0.83522,0.89369,0.79598,0.79267,0.50547,1.15149,0.48116,1.28533,0.000786722,0.000786722,0.000786722
229,2033.38,0.46703,0.28255,0.83885,0.93312,0.79075,0.8224,0.51057,1.15803,0.48293,1.28579,0.000783892,0.000783892,0.000783892
230,2041.87,0.48668,0.29015,0.84286,0.88167,0.75851,0.79502,0.49759,1.14942,0.47816,1.27324,0.000781063,0.000781063,0.000781063
231,2050.99,0.48953,0.28973,0.84561,0.84714,0.82184,0.82253,0.51006,1.13441,0.47306,1.25632,0.000778233,0.000778233,0.000778233
232,2059.57,0.46085,0.27598,0.83895,0.97461,0.77447,0.83461,0.49485,1.16112,0.4876,1.28717,0.000775404,0.000775404,0.000775404
233,2069.71,0.47564,0.28436,0.83739,0.92471,0.79702,0.82451,0.53073,1.15911,0.47825,1.2818,0.000772575,0.000772575,0.000772575
234,2077.99,0.46859,0.27846,0.83264,0.94195,0.83982,0.86057,0.52476,1.15704,0.46027,1.2809,0.000769745,0.000769745,0.000769745
235,2087.23,0.47348,0.27554,0.83403,0.90434,0.81508,0.81924,0.51224,1.15059,0.46979,1.27703,0.000766916,0.000766916,0.000766916
236,2095.3,0.47743,0.28286,0.83768,0.8694,0.7813,0.78876,0.49965,1.15175,0.48736,1.27745,0.000764086,0.000764086,0.000764086
237,2104.59,0.47619,0.28325,0.84038,0.86918,0.81767,0.79494,0.47931,1.15847,0.49206,1.26207,0.000761257,0.000761257,0.000761257
238,2112.76,0.49896,0.29148,0.84704,0.87133,0.82099,0.79974,0.49895,1.14239,0.51075,1.26271,0.000758427,0.000758427,0.000758427
239,2122,0.51196,0.29369,0.84278,0.91298,0.8345,0.82976,0.50727,1.1459,0.50096,1.26529,0.000755598,0.000755598,0.000755598
240,2130.01,0.50567,0.29748,0.84594,0.90762,0.83179,0.83492,0.50798,1.13601,0.50438,1.26715,0.000752769,0.000752769,0.000752769
241,2139.06,0.48248,0.29117,0.84197,0.89982,0.84005,0.82452,0.50179,1.13031,0.50003,1.25882,0.000749939,0.000749939,0.000749939
242,2147.39,0.48468,0.28732,0.83509,0.85776,0.81761,0.80524,0.5093,1.15108,0.49284,1.29215,0.00074711,0.00074711,0.00074711
243,2156.36,0.47911,0.2821,0.84523,0.84374,0.81891,0.80948,0.5151,1.165,0.49449,1.3253,0.00074428,0.00074428,0.00074428
244,2165,0.47576,0.27572,0.84048,0.84762,0.81435,0.80726,0.52264,1.12981,0.48429,1.28291,0.000741451,0.000741451,0.000741451
245,2173.95,0.48587,0.28404,0.83773,0.89033,0.78334,0.79776,0.5154,1.10385,0.47784,1.23223,0.000738622,0.000738622,0.000738622
246,2182.63,0.47118,0.28184,0.83534,0.93591,0.81797,0.8392,0.52789,1.10727,0.45968,1.24978,0.000735792,0.000735792,0.000735792
247,2191.42,0.46956,0.27694,0.83745,0.83968,0.79924,0.79429,0.52259,1.1134,0.47619,1.25648,0.000732963,0.000732963,0.000732963
248,2200,0.47129,0.27678,0.8439,0.8201,0.81857,0.80422,0.51619,1.14161,0.47999,1.27537,0.000730133,0.000730133,0.000730133
249,2208.85,0.50867,0.29021,0.84895,0.87762,0.81151,0.80461,0.51606,1.14719,0.47772,1.28893,0.000727304,0.000727304,0.000727304
250,2217.67,0.46815,0.27711,0.83967,0.87398,0.80045,0.79142,0.50609,1.13404,0.51167,1.28133,0.000724474,0.000724474,0.000724474
251,2226.16,0.47511,0.28202,0.8381,0.8761,0.80997,0.80656,0.50908,1.17083,0.51374,1.31753,0.000721645,0.000721645,0.000721645
252,2235.49,0.46449,0.27915,0.83469,0.8734,0.81435,0.8042,0.50196,1.16293,0.47662,1.29194,0.000718816,0.000718816,0.000718816
253,2243.78,0.46879,0.27509,0.83056,0.88345,0.81098,0.80384,0.49283,1.1504,0.47305,1.26652,0.000715986,0.000715986,0.000715986
254,2252.94,0.46862,0.27719,0.83837,0.87309,0.81067,0.81001,0.49025,1.14721,0.48671,1.27909,0.000713157,0.000713157,0.000713157
255,2261.32,0.45719,0.27043,0.83258,0.89358,0.78354,0.80016,0.50544,1.12876,0.47578,1.27551,0.000710327,0.000710327,0.000710327
256,2270.88,0.46723,0.27631,0.83771,0.88438,0.81391,0.8162,0.4854,1.13851,0.49025,1.27063,0.000707498,0.000707498,0.000707498
257,2279.12,0.47014,0.27759,0.83207,0.86559,0.81823,0.82735,0.52627,1.12052,0.49051,1.26473,0.000704668,0.000704668,0.000704668
258,2288.31,0.45733,0.27189,0.83444,0.83889,0.81276,0.78708,0.50369,1.12835,0.49276,1.26146,0.000701839,0.000701839,0.000701839
259,2296.31,0.45902,0.27547,0.83507,0.87023,0.78895,0.78681,0.4999,1.13194,0.50507,1.24418,0.00069901,0.00069901,0.00069901
260,2305.93,0.47172,0.27781,0.84159,0.85296,0.79306,0.78683,0.49812,1.13365,0.48866,1.25751,0.00069618,0.00069618,0.00069618
261,2313.89,0.45327,0.26947,0.82819,0.86318,0.78895,0.7926,0.51495,1.13507,0.49384,1.27449,0.000693351,0.000693351,0.000693351
262,2323.22,0.4669,0.27304,0.83557,0.8851,0.76034,0.79291,0.50498,1.1218,0.49822,1.2418,0.000690521,0.000690521,0.000690521
263,2331.33,0.45968,0.27397,0.84274,0.83877,0.81087,0.79407,0.50467,1.11584,0.49945,1.23646,0.000687692,0.000687692,0.000687692
264,2340.51,0.4597,0.27266,0.83225,0.83208,0.81558,0.80258,0.5072,1.14191,0.51068,1.25746,0.000684863,0.000684863,0.000684863
265,2350.56,0.46197,0.27745,0.83886,0.90602,0.80658,0.83458,0.53101,1.14704,0.50436,1.26927,0.000682033,0.000682033,0.000682033
266,2359.79,0.44729,0.26848,0.82624,0.87347,0.78247,0.79943,0.5192,1.16606,0.50414,1.28602,0.000679204,0.000679204,0.000679204
267,2368.15,0.45772,0.27162,0.83745,0.89164,0.83451,0.83387,0.50736,1.1603,0.48883,1.2831,0.000676374,0.000676374,0.000676374
268,2377.42,0.45448,0.27017,0.83638,0.85652,0.82099,0.81056,0.51077,1.14384,0.47961,1.27168,0.000673545,0.000673545,0.000673545
269,2385.9,0.45206,0.27367,0.83859,0.81751,0.81814,0.80807,0.50304,1.12844,0.48415,1.2432,0.000670715,0.000670715,0.000670715
270,2394.89,0.45884,0.27253,0.82971,0.93163,0.79816,0.83461,0.53792,1.11691,0.48081,1.22808,0.000667886,0.000667886,0.000667886
271,2403.5,0.45988,0.27323,0.83454,0.90885,0.80537,0.84239,0.51284,1.14148,0.48008,1.26148,0.000665057,0.000665057,0.000665057
272,2412.64,0.45124,0.27003,0.8331,0.86457,0.83191,0.84237,0.53109,1.12652,0.47683,1.26912,0.000662227,0.000662227,0.000662227
273,2421.23,0.47638,0.27967,0.84087,0.85432,0.80647,0.80482,0.51085,1.13947,0.48837,1.29134,0.000659398,0.000659398,0.000659398
274,2430.04,0.44187,0.26779,0.83395,0.85373,0.79116,0.80068,0.51153,1.16012,0.49015,1.32356,0.000656568,0.000656568,0.000656568
